"PARAM","GROUP","VARIABLE","RESPCAT","ESTLC1","ESTLC2","ESTLC3","ESTLC4"
"RHO",1,"H10",3,0.351375460308879,0.0781973174692701,0.344554052977122,0.357832544634571
"RHO",1,"H11",3,0.316367965521746,0.0554456438124474,0.312384027652916,0.178515464865532
"RHO",1,"H12",3,0.0259304009001435,0.044548029034262,0.354378912367884,0.913697769728449
"RHO",1,"H13",3,0.637561412182293,0.0526098739100345,0.388039425246606,0.188407103719559
"RHO",1,"H14",3,0.231466534555763,0.0473059377532188,0.376042923715588,0.244708882344787
"RHO",1,"H15",3,0.296420096861199,0.0690641815216735,0.278879630001593,0.330021698738693
"RHO",1,"H16",3,0.272872313516162,0.0559115961453507,0.322605200113115,0.289692955636808
"RHO",1,"H17",3,0.25151589165737,0.0314149750809607,0.30210575223793,0.316315152553436
"RHO",1,"H18",3,0.368465276806654,0.03546553827607,0.281053908799291,0.375909309478093
"RHO",1,"H19",3,0.318784326352579,0.0444954134236712,0.292391142977725,0.31136944129063
"RHO",1,"H20",3,0.304405085743526,0.0509789386129762,0.313321684734704,0.332102622293063
"RHO",1,"H21",3,0.306085755547215,0.0529345992412168,0.228542061285463,0.294911678638732
"RHO",1,"H22",3,0.206962307481675,0.0403543743683378,0.308098887423262,0.195497583632041
"RHO",1,"H23",3,0.0624931445480792,0.0106191064583071,0.19120156617385,0.049219697884832
