"PARAM","GROUP","VARIABLE","RESPCAT","ESTLC1","ESTLC2","ESTLC3","ESTLC4","ESTLC5","ESTLC6","ESTLC7"
"RHO",1,"H13",2,0.378322979787539,0.0514202245768465,0.268737484074114,8.61159289157848e-032,0.416459244888503,0.434016323991413,0.386787964525381
"RHO",1,"H14",2,0.0508201453694418,0.538222954688635,0.133109289473087,0.042512185373684,0.0322472293932437,0.0409923148660842,0.250814367486937
"RHO",1,"H15",2,0.118756750483088,0.024588211021456,0.175654044472284,0.14256298891629,0.101637874376082,0.138952832365748,0.30528091463087
"RHO",1,"H16",2,0.0423259699920581,0.104141914104634,0.197663305536956,0.124454241631629,0.190826013153619,0.0948551229287869,0.282468376515201
"RHO",1,"H17",2,0.635314477924632,0.155965606139677,0.209790929554875,0.210619648354504,0.0266356268652821,0.0386406918122413,0.253972644312452
"RHO",1,"H18",2,2.2932255182971e-009,0.255092081803141,0.281292785092104,0.269320047276617,0.032674212535737,0.63361823341355,0.357098783749373
"RHO",1,"H19",2,0.0973020834115069,0.228406111471071,0.33192310478597,0.194853841091514,0.435669205728756,0.0647380784146203,0.382713290215809
"RHO",1,"H20",2,0.187566710372348,0.23893668440821,0.514441334119023,0.192116591609562,0.176656048302309,0.145736433504769,0.413430399685311
"RHO",1,"H21",2,0.135506581215154,0.176787988058791,0.544689907420658,0.156193920947851,0.164397769601047,0.16418146103068,0.353534195205668
"RHO",1,"H22",2,0.104407766015855,0.122542887414069,0.637592808201893,0.0881730302125444,0.0875143121957286,0.0914739314659797,0.24975225972813
"RHO",1,"H23",2,0.0224199258424587,0.0362601333967818,0.535363820204112,0.0140765191713068,0.0227212753606668,0.0183360634968941,0.0835361102539799
"RHO",1,"H0",3,0.00986007324134652,0.0168913787060705,0.100693211692894,0.00498305060152684,0.0106473665073177,0.0129233055018737,0.00283051444790175
"RHO",1,"H1",3,0.00630855964823839,0.00637233305016203,0.0776316175282569,0.00170535163891171,0.00654471247609786,0.00359811283736064,0.00131993720398249
"RHO",1,"H2",3,0.00272832793551938,0.00713290658016975,0.0453713929289135,0.00201621167308902,0.00278378408582804,0.00336642427180287,0.00143647891573913
"RHO",1,"H3",3,0.00595481613477193,0.00352379439841377,0.0214265892985576,0.00219839544914036,0.00657516316981087,0.00129736861113813,0.00094298208203719
"RHO",1,"H4",3,0.00791870862940374,0.0051112825144916,0.0140602109185787,0.00433419408607946,0.00681284077442886,0.004595378209651,0.00145501763101345
"RHO",1,"H5",3,0.00936843122579856,0.00986187629192007,0.0201179746338755,0.0104898227623924,0.00826449144318766,0.00848565088377642,0.00433155588669117
"RHO",1,"H6",3,0.0832618587668712,0.0632772325972345,0.0657966437452381,0.115866755458213,0.0734367058197563,0.0783164589343488,0.0527729526279649
"RHO",1,"H7",3,0.217960408675419,0.168471993542165,0.115137112224187,0.30140817322757,0.24203778599052,0.24478189037166,0.148667590260716
"RHO",1,"H8",3,0.29369540260439,0.271508924008481,0.14253799545594,0.30235091184617,0.24349063267111,0.297182332531791,0.156969926361273
"RHO",1,"H9",3,0.254654811249624,0.270149795712229,0.177968281384458,0.206506672508656,0.238666280839599,0.250920432052411,0.142809079310985
"RHO",1,"H10",3,0.225731510961763,0.230547755318677,0.20621426230218,0.227356522211819,0.239226796608928,0.256083401343107,0.103289587775579
"RHO",1,"H11",3,0.196708439789094,0.217795101331342,0.171276634648022,0.0972926662403562,0.181944838619245,0.195705057952176,0.0823861679140992
"RHO",1,"H12",3,0.108634292102304,0.19768210516505,0.185738625292183,0.427467109335856,0.0792690677916937,0.0892945312457602,0.0961125000992979
"RHO",1,"H13",3,0.362113304938195,0.0844873047816662,0.220768303464116,0.0359248887971633,0.336156116651154,0.383189317122101,0.139513123174499
"RHO",1,"H14",3,0.110553982763357,0.461777045311365,0.197734191336748,0.119078606345826,0.0653069901244748,0.091675656312028,0.0621989602134524
"RHO",1,"H15",3,0.215390690888952,0.0781832006564435,0.162011227306398,0.222251224807022,0.175694774304924,0.242982537430532,0.0962645110982959
"RHO",1,"H16",3,0.0734443611201818,0.156121027564259,0.211699016933462,0.165246247060543,0.248183384625664,0.169875719327535,0.0687487090160568
"RHO",1,"H17",3,0.364685522061676,0.170418066005511,0.193986420769544,0.147883397056019,0.0629943966547348,0.051867949711284,0.0475237951128835
"RHO",1,"H18",3,0.0454323517087772,0.165393051466597,0.154662540895706,0.159661240938407,0.0215959617124329,0.36638176658645,0.0715354913081044
"RHO",1,"H19",3,0.110901806977392,0.154323002870134,0.114329415383082,0.138122256501459,0.244628650900965,0.100406434689329,0.0570324451411914
"RHO",1,"H20",3,0.209794701774823,0.205621861198118,0.104429569959658,0.169160133901844,0.141184965234181,0.170941793914669,0.0640867723875588
"RHO",1,"H21",3,0.195410881251484,0.165233571607478,0.0829548591939739,0.170404419070797,0.17965755050432,0.197870155924122,0.0568594022241245
"RHO",1,"H22",3,0.129632471610212,0.145762191817929,0.0864619093490046,0.106306485205009,0.127877668053078,0.149618603555975,0.0455474338753611
"RHO",1,"H23",3,0.0401933002314943,0.0583131644336924,0.104316312984269,0.0227501398308036,0.0391014483373247,0.0381754374386449,0.0159407650468224
