"PARAM","GROUP","VARIABLE","RESPCAT","ESTLC1","ESTLC2","ESTLC3","ESTLC4","ESTLC5","ESTLC6","ESTLC7"
"RHO",1,"H10",4,0.139591506327136,0.127018920497765,0.158779866581184,0.0840503494617917,0.108582585600945,0.112410542502499,0.145395238976645
"RHO",1,"H11",4,0.119700380074858,0.0254408580536103,0.139684925525595,0.0599630422893899,0.0655529656559784,0.0909581404400472,0.101806804404859
"RHO",1,"H12",4,0.0374988518503813,0.371822059676945,0.0765155611383805,0.0670702883585613,0.333982990554054,0.138949506678826,0.0310977787275414
"RHO",1,"H13",4,0.296053553701906,0.0097384501905247,0.0859621638320661,0.0963329753189163,0.018300391977274,0.157756145426759,0.291054943630439
"RHO",1,"H14",4,0.0335681211927017,0.0553502623679372,0.371860961176749,0.0457996751581597,0.074158890748203,0.0876208105276245,0.0125309315614745
"RHO",1,"H15",4,0.110792581523199,0.111398840516226,0.0499231281476273,0.0468179670202993,0.118491902704343,0.0818744465397618,0.120732834040022
"RHO",1,"H16",4,0.033685729621321,0.0910084114440382,0.0833884876743168,0.0639730281480857,0.103725136262336,0.104538488368677,0.117361294335844
"RHO",1,"H17",4,0.318594346689538,0.108107271309425,0.0882193943579754,0.0531971208900248,0.124484556269161,0.0798409262438133,0.0107152042769321
"RHO",1,"H18",4,0.0252752083912542,0.107180214808008,0.125010316428412,0.0452427089655306,0.123922814472462,0.127487416385537,0.150852156296274
"RHO",1,"H19",4,0.0687195122763946,0.0980012320359717,0.106997671355635,0.047626064883917,0.0749827483477427,0.100777800852547,0.114227159160597
"RHO",1,"H20",4,0.123972659980707,0.0979551129733691,0.133699624026168,0.0366494491188132,0.097541687536126,0.118620872979063,0.0912087214539546
"RHO",1,"H21",4,0.124115626473712,0.0912079755885372,0.117526099710394,0.028559041128346,0.132064047974635,0.0740273295981591,0.108604095945294
"RHO",1,"H22",4,0.0808807164559442,0.0590884245969506,0.0879417086572879,0.0212528690438428,0.0640903458145748,0.0762923815336663,0.077877303538098
"RHO",1,"H23",4,0.0238324592642008,0.0116616983009777,0.0391772813014311,0.015831126849112,0.0174136364812833,0.0267677294619696,0.0205716944771284
"RHO",1,"H0",5,0.00228369656215812,0.00288635097321795,0.00107845090724511,0.00738126452143377,0.00269302934590235,0.0264673838123619,0.00209924481785136
"RHO",1,"H1",5,0.000966518601668436,0.000416796400159734,0.00181353979598958,0.00361754903657327,0.000201017039399251,0.0162047610197958,0.00149826670581171
"RHO",1,"H2",5,4.22849463774868e-211,0.00082346378458099,0.000426719418930352,0.0027735626140257,0.00170534163977268,0.0105865519522032,0.00197098781826254
"RHO",1,"H3",5,0.001391945034966,0.000292188847619041,0.00226084235311513,0.00111402469090692,0.000759175496291819,0.00830469698277368,0.00174032384331013
"RHO",1,"H4",5,0.00137404339740939,0.00118298585941775,0.000745251259966966,0.00074031163359186,0.000817484077182522,0.0145748839845793,0.000807101643931949
"RHO",1,"H5",5,0.000675755474732603,0.00106807581232104,0.00110646424813412,0.00429906238916253,0.00181531891121261,0.0208585559167961,0.0018809131073052
"RHO",1,"H6",5,0.0158607697887025,0.0419169759481929,0.00840564456157905,0.0197456067582569,0.0121399226293124,0.0920841601147689,0.0170044404100984
"RHO",1,"H7",5,0.0509209849488634,0.103838668190455,0.030246463589961,0.0451948453850643,0.0196104223248663,0.22470909346156,0.0618208906181633
"RHO",1,"H8",5,0.0806023939004929,0.00857274823298837,0.0497353650267296,0.0482349188522791,0.184478590596373,0.214940016322946,0.0630671520903778
"RHO",1,"H9",5,0.0627527862778273,0.0752649565633065,0.0476012756674562,0.0598900616378479,0.0358773676373151,0.243887598185571,0.0517213724099979
"RHO",1,"H10",5,0.0670017588372466,0.0899900154438975,0.053550895446229,0.0465117610858007,0.0775564668281669,0.229977082359145,0.0758995663068702
"RHO",1,"H11",5,0.0607823553322224,0.0422775819614765,0.0547909565840503,0.050023688845295,0.0533676019260738,0.203746505891745,0.0604325212924835
"RHO",1,"H12",5,0.0231015794667743,0.058337010341286,0.0494022426975453,0.0438490808772319,0.0490342327516887,0.157920718254996,0.0197533722704708
"RHO",1,"H13",5,0.0612681551128608,0.0322824241954326,0.0286927528062216,0.0557058643930918,0.0281525834451483,0.166786451791961,0.0531204923089757
"RHO",1,"H14",5,0.0381849560404735,0.0508978841738239,0.0538332802101277,0.0527964292539193,0.0615801551555013,0.170064100731629,0.0248818073461152
"RHO",1,"H15",5,0.0766142316138176,0.0877685575828154,0.0228189811885714,0.0611565741736315,0.0857277569943105,0.219470454465427,0.0691780653050293
"RHO",1,"H16",5,0.0304137507600031,0.0520508055399609,0.0481842593879287,0.0546545517030873,0.0494607025125621,0.181786465761149,0.0639929623776841
"RHO",1,"H17",5,0.0374605469618236,0.0262906729065196,0.0419924000554928,0.0334119338868941,0.0225887851500061,0.131042864360049,0.0160881955490872
"RHO",1,"H18",5,0.0244585388897595,0.0312816553005189,0.0255305052958481,0.0276095632398359,0.0325269699399005,0.114961805370321,0.0258812589550224
"RHO",1,"H19",5,0.0318690686506945,0.0341467201442925,0.0300436218053422,0.0169729223506394,0.0423817987075833,0.14514541403665,0.0372072940354095
"RHO",1,"H20",5,0.0604418190604964,0.0598036460893927,0.0405323370495173,0.0215971562698953,0.0657686392614044,0.175196115628664,0.0371022862288041
"RHO",1,"H21",5,0.0588575086652679,0.056642017975374,0.0379765694063737,0.0147789776664489,0.0601139801804462,0.161362464503243,0.0611340624133528
"RHO",1,"H22",5,0.0317734047180547,0.0343674598106814,0.0351588903599703,0.0217996795846383,0.0358113598396249,0.168245586711533,0.0396262393282313
"RHO",1,"H23",5,0.0138515267356366,0.00688125721662162,0.00844556406346382,0.0093839879595454,0.00712759082099961,0.0601853108716613,0.0100818241862319
