"PARAM","GROUP","VARIABLE","RESPCAT","ESTLC1","ESTLC2","ESTLC3","ESTLC4","ESTLC5"
"RHO",2,"H15",2,0.0156462881150806,0.229480409538324,0.0502716880596242,0.019804152522165,0.0172480199510935
"RHO",2,"H16",2,0.0191934643092183,0.211091209435159,0.0751270822722951,0.0245239279531911,0.0254646008358784
"RHO",2,"H17",2,0.035736562328205,0.232401423925235,0.09098210379152,0.0484504912566929,0.0303299158690414
"RHO",2,"H18",2,0.070810279939909,0.321401079165419,0.120850139772316,0.0542096626368308,0.0405449161343093
"RHO",2,"H19",2,7.90536694132886e-018,0.268557492571077,0.182349456431423,0.0500493649411498,0.15343748919159
"RHO",2,"H20",2,0.0547667566490344,0.260636755919921,0.290618570798351,0.0594289017769846,0.043682958302819
"RHO",2,"H21",2,0.0464446262153768,0.231808969039482,0.332428662167852,0.0489464442318976,0.0495629966129341
"RHO",2,"H22",2,0.0273369021941155,0.151931935303373,0.360316568635313,0.0198173518625927,0.0273048516052179
"RHO",2,"H23",2,0.0044438226041631,0.0475139748321188,0.195658900177177,0.00185839342582506,0.00575494502705638
"RHO",2,"H0",3,0.016528895478453,0.00314474878805148,0.139378580946122,0.0103067551323363,0.01740133673535
"RHO",2,"H1",3,0.0054762028133524,0.00118951052155978,0.103080082800275,0.00339993429535673,0.00591555779985623
"RHO",2,"H2",3,0.00402385748780099,0.00152146188243916,0.0523017432980411,0.00370829268475412,0.00293900920239733
"RHO",2,"H3",3,0.0043489400421965,0.00120454623795969,0.043580202730812,0.00236204192848398,0.00560008001617865
"RHO",2,"H4",3,0.00654703809036609,0.00100643315801683,0.0284039357376822,0.0076156668581176,0.00654645226326257
"RHO",2,"H5",3,0.0109917387262388,0.00223972571454644,0.0278682061128638,0.0163275870583069,0.0157253484133788
"RHO",2,"H6",3,0.102633881022851,0.0227562468817122,0.114767190317483,0.14513110081222,0.111660627634029
"RHO",2,"H7",3,0.275051884423001,0.0658251962909649,0.20217443400513,0.355622950075962,0.331819417703622
"RHO",2,"H8",3,0.349644810964743,0.0731897309233704,0.253818553901963,0.391087840540345,0.354453505692513
"RHO",2,"H9",3,0.314287348075495,0.070794954369852,0.315169380570686,0.319308579975767,0.351533158672712
"RHO",2,"H10",3,0.342877744446673,0.0777292833798346,0.340120971882892,0.356338470561663,0.367955633963657
"RHO",2,"H11",3,0.309444364757672,0.0552360367450865,0.297570865105281,0.157056065723615,0.31871744647409
"RHO",2,"H12",3,0.0856729329784509,0.0440362459715244,0.348405611144594,0.915454008709735,0.16660880636281
"RHO",2,"H13",3,0.628775090860326,0.0524229454759995,0.362820001504761,0.100532752422042,0.639665947304289
"RHO",2,"H14",3,0.220911300791204,0.0468238470954862,0.363611437036148,0.248258675850985,0.249780987949792
"RHO",2,"H15",3,0.298957256328406,0.0687008328439998,0.280698826961829,0.328314271037019,0.30236594416294
"RHO",2,"H16",3,0.244934976990899,0.0561026364060949,0.311754622860773,0.269810853563415,0.343355223826961
"RHO",2,"H17",3,0.288402693227543,0.0313362779086537,0.310363562574388,0.332923857760773,0.191644381348992
"RHO",2,"H18",3,0.479756743927671,0.034626157256416,0.28513334597048,0.378879413276654,0.199959927259354
"RHO",2,"H19",3,0.00012062482636247,0.0427684748577464,0.264357064715961,0.269664113624713,0.84656251080841
"RHO",2,"H20",3,0.346169196075454,0.0507235394592767,0.326043479452248,0.336504399353169,0.240756733762441
"RHO",2,"H21",3,0.312571573734038,0.0527623468494182,0.224722898210627,0.288902330879018,0.300373434248706
"RHO",2,"H22",3,0.203337152748066,0.0403674909682835,0.306808624714882,0.186380488109235,0.219951516334068
"RHO",2,"H23",3,0.063313444605869,0.0105987852311205,0.188330311346694,0.043993473704586,0.0648557000941429
