"PARAM","GROUP","VARIABLE","RESPCAT","ESTLC1","ESTLC2","ESTLC3","ESTLC4","ESTLC5","ESTLC6"
"RHO",1,"H6",3,0.0800768171498176,0.0237345055618372,0.0843416357193232,0.110638473870818,0.0808611987839081,0.0803311104668743
"RHO",1,"H7",3,0.147198458786316,0.0674781891950204,0.256449289185422,0.275482599856623,0.172165621563656,0.243296859743047
"RHO",1,"H8",3,0.207921607903913,0.0725080303149621,0.276259444153542,0.306611676573491,0.21527283930216,0.308369668055429
"RHO",1,"H9",3,0.237140274957964,0.0702232536212853,0.270067382319084,0.238192577937002,0.263967537280817,0.257030185994917
"RHO",1,"H10",3,0.248721805079964,0.0769187661577089,0.265639970557898,0.259937482839469,0.303194049211601,0.286945972910313
"RHO",1,"H11",3,0.294138376745996,0.0552073857863734,0.199519225194976,0.106574795177179,0.234125632169273,0.22921367862627
"RHO",1,"H12",3,0.00289010841771479,0.0438066213425287,0.0796335739327354,0.85839342313095,0.317399188325272,0.0999864845040001
"RHO",1,"H13",3,4.12218695982244e-008,0.0503169794805814,0.839173815643024,0.0467997225847103,0.318072781284996,0.712963731836597
"RHO",1,"H14",3,0.418370226110104,0.0468695674383741,0.0982676757650703,0.177460359724033,0.277541771992158,0.119535129727822
"RHO",1,"H15",3,0.197378728594019,0.0715472314803281,0.19074595854566,0.232103251558718,0.239250045515718,0.278152262157546
"RHO",1,"H16",3,0.212707693769289,0.0566567393484986,0.230554591606954,0.213629826624585,0.24786928967667,0.18342753891074
"RHO",1,"H17",3,0.24971313942703,0.0298729681184802,0.314176781800872,0.295282681153243,0.249055138978549,0.0350766588300732
"RHO",1,"H18",3,0.207889426687342,0.0340744931452044,0.0797753198585574,0.325029495817943,0.252976095659928,0.849128535962257
"RHO",1,"H19",3,0.29006572658133,0.043222595977537,0.402945329362189,0.254434165237183,0.241175298855311,0.089541315099002
"RHO",1,"H20",3,0.258031389699926,0.0516035060038104,0.279241411143076,0.258994394819094,0.264355936548103,0.21870430777109
"RHO",1,"H21",3,0.227029754522451,0.0534692149944111,0.242586017353333,0.228762050312794,0.21424650347151,0.244515505165728
"RHO",1,"H22",3,0.155194975295547,0.0412841277839131,0.160108132719503,0.143429476679187,0.270357357298416,0.169724620013947
"RHO",1,"H23",3,0.0565133156846992,0.010815926292385,0.0451657420585423,0.0345975294250055,0.159196987671078,0.0508915691666835
"RHO",1,"H0",4,0.00848863097252709,0.000207079435961161,0.00372311896264171,0.00481830596494774,0.00712026205227411,0.00506879141183394
"RHO",1,"H1",4,0.00611447243757767,0,0.00335541286000243,0.0014930756866847,0.00447424913531149,0.00102037031111457
"RHO",1,"H2",4,0.00347777210752858,0,0.00178861150435862,0.00193280601272881,0.00210350195976496,0.00370698967962581
"RHO",1,"H3",4,0.00610021711636113,0,0.00257921510421481,0.00161179545659889,0,0.000112921395752085
"RHO",1,"H4",4,0.00626621076768615,0,0.00129745068308464,0.00225246380651173,0,0.00171331367625921
"RHO",1,"H5",4,0.00818794171858006,0.000115805916178686,0.00311944928378263,0.00345733951329376,0.00332387654936014,0.00249257037165855
"RHO",1,"H6",4,0.0313954144770493,0,0.0200990726397812,0.0357429438235132,0.0231203627867821,0.0226528898143302
"RHO",1,"H7",4,0.0572921265903553,0.000217519965366846,0.0718455357184584,0.0838355296078565,0.0463159799645756,0.0758521081669275
"RHO",1,"H8",4,0.0816728889203091,0,0.0826095111375854,0.0859667088366722,0.0606422293791613,0.0783820813986434
"RHO",1,"H9",4,0.0703569141617363,0.000777398249605439,0.0746545385299303,0.0804953377145646,0.0671483301261088,0.066943292992844
"RHO",1,"H10",4,0.0762809787069404,0.000956235394480645,0.0885413721503838,0.0953511517542683,0.0576933043917101,0.0868226499474786
"RHO",1,"H11",4,0.0805352855062014,0.000150333025642523,0.0803629387962911,0.0583001694177267,0.0596878888540369,0.074802575079294
"RHO",1,"H12",4,0.0673602738804838,0.000780020659817996,0.0312435036318043,0.0581953246127842,0.0616827986698816,0.0352463027120668
"RHO",1,"H13",4,0.047422033552734,0.000389298377579078,0.0699771527186639,0.0443938043138187,0.0715998422230598,0.0649263348487929
"RHO",1,"H14",4,0.055738230089749,0.000460400500360478,0.0434071597804869,0.0661786009109955,0.0646548285858493,0.0488528041006662
"RHO",1,"H15",4,0.0509939865199334,1.4148198816589e-304,0.0870116379709827,0.0966355622168697,0.0614231692353087,0.0920070016982528
"RHO",1,"H16",4,0.0543300669373103,0.000293505158123815,0.0740853149454175,0.0653521968801001,0.0716539927773887,0.0713274872141831
"RHO",1,"H17",4,0.0450367602815484,1.85068317830986e-124,0.043226637823964,0.0342958156970281,0.0492372882839613,0.0227136384780104
"RHO",1,"H18",4,0.0450792316952382,0.000320707522319704,0.0405528420697585,0.0387194095217021,0.0289088009441403,0.0195507344926998
"RHO",1,"H19",4,0.0513345775331556,0.00023596346974487,0.0449979072412712,0.0481618370819495,0.0240752609455832,0.0358516569158168
"RHO",1,"H20",4,0.0539521004976371,0.000178178800370958,0.0535099650633263,0.0701967717415707,0.0339127864943628,0.0536845043987517
"RHO",1,"H21",4,0.0631904969201879,6.01972072248718e-245,0.0649600630784522,0.060350586069859,0.00438866149978168,0.0796642448526119
"RHO",1,"H22",4,0.0550384545501892,0.000489778489430453,0.049249713289292,0.0436944899571888,0.0134490082938903,0.0496390884227846
"RHO",1,"H23",4,0.0214496243660642,0,0.0173548241732206,0.00926615082664169,0.00994043870686181,0.013139981815385
